"","ensembl_gene_id","external_gene_name","chromosome_name","transcript_biotype"
"19669","ENSDARG00000117097","crygm2c","9","protein_coding"
"19670","ENSDARG00000060095","KCNB1","6","protein_coding"
"19671","ENSDARG00000039661","","15","protein_coding"
"19672","ENSDARG00000032831","htra1a","17","protein_coding"
"19673","ENSDARG00000069133","mstnb","9","protein_coding"
"19674","ENSDARG00000096756","","8","protein_coding"
"19675","ENSDARG00000014333","ormdl1","9","protein_coding"
"19676","ENSDARG00000086218","nkd3","19","protein_coding"
"19677","ENSDARG00000100262","","4","protein_coding"
"19678","ENSDARG00000092275","","1","protein_coding"
"19679","ENSDARG00000098313","nadka","8","protein_coding"
"19680","ENSDARG00000074283","INPP5D","6","protein_coding"
"19681","ENSDARG00000089478","si:dkey-241l7.4","20","protein_coding"
"19682","ENSDARG00000101828","","4","protein_coding"
"19683","ENSDARG00000053453","mpp2a","3","protein_coding"
"19684","ENSDARG00000019998","slc30a7","22","protein_coding"
"19685","ENSDARG00000096278","","19","protein_coding"
"19686","ENSDARG00000000476","pms1","9","protein_coding"
"19687","ENSDARG00000037916","cdk5r1a","3","protein_coding"
"19688","ENSDARG00000006862","kifap3b","2","protein_coding"
"19689","ENSDARG00000069242","pdia5","9","protein_coding"
"19690","ENSDARG00000006389","smad2","10","protein_coding"
"19691","ENSDARG00000020102","kctd16b","21","protein_coding"
"19692","ENSDARG00000098024","","15","protein_coding"
"19693","ENSDARG00000077791","BRSK2","7","protein_coding"
"19694","ENSDARG00000036139","lctla","7","protein_coding"
"19695","ENSDARG00000105335","si:dkey-241l7.2","20","protein_coding"
"19696","ENSDARG00000097824","smco4","15","protein_coding"
"19697","ENSDARG00000015752","zap70","8","protein_coding"
"19698","ENSDARG00000103615","","14","protein_coding"
"19699","ENSDARG00000089767","rnf130","14","protein_coding"
"19700","ENSDARG00000104737","","4","protein_coding"
"19701","ENSDARG00000053209","smad6a","7","protein_coding"
"19702","ENSDARG00000005254","kdelr2a","3","protein_coding"
"19703","ENSDARG00000036140","crybgx","7","protein_coding"
"19704","ENSDARG00000088342","TMEM145","16","protein_coding"
"19705","ENSDARG00000060094","ptgis","6","protein_coding"
"19706","ENSDARG00000090036","","21","protein_coding"
"19707","ENSDARG00000060633","usp16","15","protein_coding"
"19708","ENSDARG00000095137","","10","protein_coding"
"19709","ENSDARG00000028106","glrx","21","protein_coding"
"19710","ENSDARG00000058329","","15","protein_coding"
"19711","ENSDARG00000096585","","1","protein_coding"
"19712","ENSDARG00000100519","spop","3","protein_coding"
"19713","ENSDARG00000017445","eif3i","19","protein_coding"
"19714","ENSDARG00000023445","atp2b3b","23","protein_coding"
"19715","ENSDARG00000012387","pdha1a","5","protein_coding"
"19716","ENSDARG00000100842","","4","protein_coding"
"19717","ENSDARG00000018797","crygmxl1","9","protein_coding"
"19718","ENSDARG00000014259","eya1","24","protein_coding"
"19719","ENSDARG00000030905","cited2","20","protein_coding"
"19720","ENSDARG00000017708","lrrc40","6","protein_coding"
"19721","ENSDARG00000090935","usp16","15","protein_coding"
"19722","ENSDARG00000052617","raver1","3","protein_coding"
"19723","ENSDARG00000054032","rab24","21","protein_coding"
"19724","ENSDARG00000068480","map7d2a","5","protein_coding"
"19725","ENSDARG00000003008","PRKCE","12","protein_coding"
"19726","ENSDARG00000051816","aass","25","protein_coding"
"19727","ENSDARG00000102602","","11","protein_coding"
"19728","ENSDARG00000035556","rps6ka3a","5","protein_coding"
"19729","ENSDARG00000111998","","4","protein_coding"
"19730","ENSDARG00000024598","homezb","7","protein_coding"
"19731","ENSDARG00000019280","LARS1","21","protein_coding"
"19732","ENSDARG00000079399","F2RL3","14","protein_coding"
"19733","ENSDARG00000095445","si:dkey-191c17.2","8","protein_coding"
"19734","ENSDARG00000104213","","3","protein_coding"
"19735","ENSDARG00000042521","si:dkey-251i10.1","5","protein_coding"
"19736","ENSDARG00000068370","ralgps1","8","protein_coding"
"19737","ENSDARG00000008247","VEZF1","10","protein_coding"
"19738","ENSDARG00000002174","itfg2","4","protein_coding"
"19739","ENSDARG00000068369","angptl2b","8","protein_coding"
"19740","ENSDARG00000062479","vcam1b","22","protein_coding"
"19741","ENSDARG00000032344","PDE4A","3","protein_coding"
"19742","ENSDARG00000069031","PLAC8L1","21","protein_coding"
"19743","ENSDARG00000110917","","4","protein_coding"
"19744","ENSDARG00000022570","","11","protein_coding"
"19745","ENSDARG00000029003","eif1axa","5","protein_coding"
"19746","ENSDARG00000022768","gid8a","8","protein_coding"
"19747","ENSDARG00000044175","oxtrb","6","protein_coding"
"19748","ENSDARG00000005865","or91a1","15","protein_coding"
"19749","ENSDARG00000073899","nemp1","23","protein_coding"
"19750","ENSDARG00000099381","","4","protein_coding"
"19751","ENSDARG00000093074","","3","protein_coding"
"19752","ENSDARG00000060072","abi3a","3","protein_coding"
"19753","ENSDARG00000092970","","14","protein_coding"
"19754","ENSDARG00000103750","","22","protein_coding"
"19755","ENSDARG00000090120","","3","protein_coding"
"19756","ENSDARG00000042954","","8","protein_coding"
"19757","ENSDARG00000077898","","15","protein_coding"
"19758","ENSDARG00000091150","mki67","12","protein_coding"
"19759","ENSDARG00000037917","","3","protein_coding"
"19760","ENSDARG00000080675","","16","protein_coding"
"19761","ENSDARG00000101061","eif2a","18","protein_coding"
"19762","ENSDARG00000073686","heatr6","21","protein_coding"
"19763","ENSDARG00000026634","ehmt1b","21","protein_coding"
"19764","ENSDARG00000088087","KDM6B","7","protein_coding"
"19765","ENSDARG00000055559","chrna6","1","protein_coding"
"19766","ENSDARG00000004470","prkcsh","3","protein_coding"
"19767","ENSDARG00000087625","","17","protein_coding"
"19768","ENSDARG00000021097","nelfcd","6","protein_coding"
"19769","ENSDARG00000075854","gjb10","17","protein_coding"
"19770","ENSDARG00000089838","","15","protein_coding"
"19771","ENSDARG00000073812","or91a3","15","protein_coding"
"19772","ENSDARG00000056795","serpine1","7","protein_coding"
"19773","ENSDARG00000057016","cdc14ab","22","protein_coding"
"19774","ENSDARG00000044862","opn1lw1","11","protein_coding"
"19775","ENSDARG00000101757","","4","protein_coding"
"19776","ENSDARG00000077291","rps2","3","protein_coding"
"19777","ENSDARG00000076090","JAKMIP1","14","protein_coding"
"19778","ENSDARG00000054152","NMBR","20","protein_coding"
"19779","ENSDARG00000042866","gjb3","17","protein_coding"
"19780","ENSDARG00000110860","","4","protein_coding"
"19781","ENSDARG00000043395","","17","protein_coding"
"19782","ENSDARG00000041873","si:dkey-221h15.4","20","protein_coding"
"19783","ENSDARG00000079985","nrip2","4","protein_coding"
"19784","ENSDARG00000041239","WDR20","20","protein_coding"
"19785","ENSDARG00000053311","","6","protein_coding"
"19786","ENSDARG00000087844","","23","protein_coding"
"19787","ENSDARG00000062182","","17","protein_coding"
"19788","ENSDARG00000074526","ZBTB16","15","protein_coding"
"19789","ENSDARG00000009568","CA10","3","protein_coding"
"19790","ENSDARG00000115234","crygm2b","9","protein_coding"
"19791","ENSDARG00000053455","ccdc103","3","protein_coding"
"19792","ENSDARG00000014420","elavl3","3","protein_coding"
"19793","ENSDARG00000096574","","1","protein_coding"
"19794","ENSDARG00000012640","cideb","7","protein_coding"
"19795","ENSDARG00000115778","","1","protein_coding"
"19796","ENSDARG00000016871","smarce1","3","protein_coding"
"19797","ENSDARG00000052910","wnt8a","14","protein_coding"
"19798","ENSDARG00000079816","rhbdd3","5","protein_coding"
"19799","ENSDARG00000062430","gpd2","6","protein_coding"
"19800","ENSDARG00000052408","mgat2","20","protein_coding"
"19801","ENSDARG00000113141","","4","protein_coding"
"19802","ENSDARG00000041232","rps29","20","protein_coding"
"19803","ENSDARG00000102690","","19","protein_coding"
"19804","ENSDARG00000078507","wnt8-2","14","protein_coding"
"19805","ENSDARG00000038432","actr10","20","protein_coding"
"19806","ENSDARG00000054150","gje1a","20","protein_coding"
"19807","ENSDARG00000040009","PALLD","20","protein_coding"
"19808","ENSDARG00000019113","mob3a","8","protein_coding"
"19809","ENSDARG00000097890","SLC25A10","3","protein_coding"
"19810","ENSDARG00000022295","hnf1bb","21","protein_coding"
"19811","ENSDARG00000070029","ehhadh","9","protein_coding"
"19812","ENSDARG00000017982","cyp39a1","20","protein_coding"
"19813","ENSDARG00000109255","","4","protein_coding"
"19814","ENSDARG00000021589","tmem60","25","protein_coding"
"19815","ENSDARG00000105346","zp2.2","20","protein_coding"
"19816","ENSDARG00000105219","","4","protein_coding"
"19817","ENSDARG00000060004","fzd7a","9","protein_coding"
"19818","ENSDARG00000006011","klhl42","4","protein_coding"
"19819","ENSDARG00000019686","","25","protein_coding"
"19820","ENSDARG00000074143","","9","protein_coding"
"19821","ENSDARG00000021869","rcan2","20","protein_coding"
"19822","ENSDARG00000053457","rpl23","3","protein_coding"
"19823","ENSDARG00000038703","hkdc1","13","protein_coding"
"19824","ENSDARG00000078658","SUPT20H","10","protein_coding"
"19825","ENSDARG00000090237","zp2.3","20","protein_coding"
"19826","ENSDARG00000041870","ift172","20","protein_coding"
"19827","ENSDARG00000020834","","9","protein_coding"
"19828","ENSDARG00000070471","tarbp2","6","protein_coding"
"19829","ENSDARG00000089966","","20","protein_coding"
"19830","ENSDARG00000098199","","4","protein_coding"
"19831","ENSDARG00000058409","","9","protein_coding"
"19832","ENSDARG00000053460","","3","protein_coding"
"19833","ENSDARG00000076119","","5","protein_coding"
"19834","ENSDARG00000028889","ndufb10","3","protein_coding"
"19835","ENSDARG00000038768","mrpl12","3","protein_coding"
"19836","ENSDARG00000003421","igf2bp2a","9","protein_coding"
"19837","ENSDARG00000038964","traf4b","21","protein_coding"
"19838","ENSDARG00000044861","opn1lw2","11","protein_coding"
"19839","ENSDARG00000091409","zp2.6","20","protein_coding"
"19840","ENSDARG00000029587","msraa","20","protein_coding"
"19841","ENSDARG00000002215","rtca","22","protein_coding"
"19842","ENSDARG00000078328","sec22a","9","protein_coding"
"19843","ENSDARG00000020057","bmpr2b","9","protein_coding"
"19844","ENSDARG00000043094","GNAS","6","protein_coding"
"19845","ENSDARG00000077569","LRRN3","25","protein_coding"
"19846","ENSDARG00000054137","adgrg6","20","protein_coding"
"19847","ENSDARG00000004925","immp2l","25","protein_coding"
"19848","ENSDARG00000007220","ncam1b","15","protein_coding"
"19849","ENSDARG00000020960","hgs","3","protein_coding"
"19850","ENSDARG00000086317","","9","protein_coding"
"19851","ENSDARG00000013732","vta1","20","protein_coding"
"19852","ENSDARG00000019316","FER1L6","9","protein_coding"
"19853","ENSDARG00000090714","","3","protein_coding"
"19854","ENSDARG00000021135","dhrs4","7","protein_coding"
"19855","ENSDARG00000038770","zgc:103625","3","protein_coding"
"19856","ENSDARG00000029955","glb1l","9","protein_coding"
"19857","ENSDARG00000060758","nphs1","15","protein_coding"
"19858","ENSDARG00000102156","","4","protein_coding"
"19859","ENSDARG00000086352","zp2.1","20","protein_coding"
"19860","ENSDARG00000114142","","4","protein_coding"
"19861","ENSDARG00000074254","ABCB6","9","protein_coding"
"19862","ENSDARG00000099711","","4","protein_coding"
"19863","ENSDARG00000112586","","4","protein_coding"
"19864","ENSDARG00000054473","tinf2","7","protein_coding"
"19865","ENSDARG00000114396","","4","protein_coding"
"19866","ENSDARG00000086522","zp2.5","20","protein_coding"
"19867","ENSDARG00000030153","gnptab","4","protein_coding"
"19868","ENSDARG00000053467","gtpbp1","3","protein_coding"
"19869","ENSDARG00000078671","cdk5r2b","9","protein_coding"
"19870","ENSDARG00000102975","nsg2","21","protein_coding"
"19871","ENSDARG00000095522","","16","protein_coding"
"19872","ENSDARG00000038446","nrp2b","9","protein_coding"
"19873","ENSDARG00000069003","PCYOX1L","21","protein_coding"
"19874","ENSDARG00000042357","cldnk","3","protein_coding"
"19875","ENSDARG00000075487","","2","protein_coding"
"19876","ENSDARG00000008732","zgc:66479","6","protein_coding"
"19877","ENSDARG00000045563","washc3","4","protein_coding"
"19878","ENSDARG00000002168","tra2b","9","protein_coding"
"19879","ENSDARG00000060622","","2","protein_coding"
"19880","ENSDARG00000052215","btr02","3","protein_coding"
"19881","ENSDARG00000045561","dram1","4","protein_coding"
"19882","ENSDARG00000019038","sgsm3","3","protein_coding"
"19883","ENSDARG00000086228","","3","protein_coding"
"19884","ENSDARG00000069978","","9","protein_coding"
"19885","ENSDARG00000002128","cwf19l1","4","protein_coding"
"19886","ENSDARG00000041959","cxcr4b","9","protein_coding"
"19887","ENSDARG00000061664","C9H3orf70","9","protein_coding"
"19888","ENSDARG00000095022","THSD7B","9","protein_coding"
"19889","ENSDARG00000104088","","4","protein_coding"
"19890","ENSDARG00000101528","","4","protein_coding"
"19891","ENSDARG00000077698","rsad1","3","protein_coding"
"19892","ENSDARG00000015164","mknk2b","8","protein_coding"
"19893","ENSDARG00000012215","umps","9","protein_coding"
"19894","ENSDARG00000075926","","6","protein_coding"
"19895","ENSDARG00000013227","glulc","21","protein_coding"
"19896","ENSDARG00000094350","","15","protein_coding"
"19897","ENSDARG00000078953","","3","protein_coding"
"19898","ENSDARG00000078101","","15","protein_coding"
"19899","ENSDARG00000009242","fev","9","protein_coding"
"19900","ENSDARG00000095528","","15","protein_coding"
"19901","ENSDARG00000026986","rexo1","8","protein_coding"
"19902","ENSDARG00000035993","sumo3b","9","protein_coding"
"19903","ENSDARG00000052222","rasd2a","3","protein_coding"
"19904","ENSDARG00000076819","","15","protein_coding"
"19905","ENSDARG00000091342","adcy5","9","protein_coding"
"19906","ENSDARG00000029381","aldh3a2b","21","protein_coding"
"19907","ENSDARG00000041925","cryba2b","9","protein_coding"
"19908","ENSDARG00000094067","","15","protein_coding"
"19909","ENSDARG00000078095","","20","protein_coding"
"19910","ENSDARG00000009074","cbr4","20","protein_coding"
"19911","ENSDARG00000027079","znf804a","9","protein_coding"
"19912","ENSDARG00000092025","","15","protein_coding"
"19913","ENSDARG00000070011","","9","protein_coding"
"19914","ENSDARG00000059498","arl16","3","protein_coding"
"19915","ENSDARG00000093532","","15","protein_coding"
"19916","ENSDARG00000070028","tmem41aa","9","protein_coding"
"19917","ENSDARG00000087633","","21","protein_coding"
"19918","ENSDARG00000078935","","9","protein_coding"
"19919","ENSDARG00000022254","prkcbb","3","protein_coding"
"19920","ENSDARG00000104665","kirrel3l","15","protein_coding"
"19921","ENSDARG00000019945","ptprdb","1","protein_coding"
"19922","ENSDARG00000079670","LRRC7","6","protein_coding"
"19923","ENSDARG00000008218","znf410","20","protein_coding"
"19924","ENSDARG00000103458","","4","protein_coding"
"19925","ENSDARG00000098604","","4","protein_coding"
"19926","ENSDARG00000099221","ppp2r2bb","21","protein_coding"
"19927","ENSDARG00000095580","","9","protein_coding"
"19928","ENSDARG00000020595","gnl3l","11","protein_coding"
"19929","ENSDARG00000096755","si:ch211-202p1.5","20","protein_coding"
"19930","ENSDARG00000019950","","9","protein_coding"
"19931","ENSDARG00000053066","tubb1","6","protein_coding"
"19932","ENSDARG00000074443","gas7a","3","protein_coding"
"19933","ENSDARG00000006314","itgav","9","protein_coding"
"19934","ENSDARG00000095897","atp5f1e","6","protein_coding"
"19935","ENSDARG00000098991","","4","protein_coding"
"19936","ENSDARG00000052223","rcvrna","3","protein_coding"
"19937","ENSDARG00000005191","ahcy","6","protein_coding"
"19938","ENSDARG00000098383","","4","protein_coding"
"19939","ENSDARG00000016255","chmp4ba","6","protein_coding"
"19940","ENSDARG00000078193","","9","protein_coding"
"19941","ENSDARG00000103239","","4","protein_coding"
"19942","ENSDARG00000094175","","4","protein_coding"
"19943","ENSDARG00000012222","nup35","9","protein_coding"
"19944","ENSDARG00000076401","CACNG3","3","protein_coding"
"19945","ENSDARG00000093659","","20","protein_coding"
"19946","ENSDARG00000086028","","6","protein_coding"
"19947","ENSDARG00000086204","","3","protein_coding"
"19948","ENSDARG00000021252","cct6a","21","protein_coding"
"19949","ENSDARG00000079396","","20","protein_coding"
"19950","ENSDARG00000015889","zc3h15","9","protein_coding"
"19951","ENSDARG00000039987","hivep2a","20","protein_coding"
"19952","ENSDARG00000043905","rnf14","21","protein_coding"
"19953","ENSDARG00000000369","prkag3b","9","protein_coding"
"19954","ENSDARG00000105223","pmp22a","3","protein_coding"
"19955","ENSDARG00000078392","","9","protein_coding"
"19956","ENSDARG00000098368","APLP1","15","protein_coding"
